word1	word2	Similarity
gentle	believe	0.14285714285714285
gentle	next	0.2
gentle	born	0.2
gentle	trap	0.2
gentle	excitement	0.08333333333333333
gentle	checked	0.2
gentle	acquired	0.2
gentle	dog	0.14285714285714285
gentle	made	0.2
gentle	many	0.2
gentle	singed	0.16666666666666666
gentle	open	0.2
gentle	rod	0.09090909090909091
gentle	dander	0.08333333333333333
gentle	glad	0.2
gentle	peculiar	0.2
gentle	ruination	0.09090909090909091
gentle	hard	0.2
gentle	scripture	0.09090909090909091
gentle	confound	0.16666666666666666
gentle	colored	0.2
gentle	season	0.2
gentle	high	0.2
gentle	sex	0.125
gentle	snatched	0.2
gentle	overlooked	0.2
gentle	punctuate	0.1111111111111111
gentle	white	0.2
gentle	went	0.2
gentle	shot	0.2
gentle	dead	0.2
gentle	misfortune	0.09090909090909091
gentle	scare	0.14285714285714285
gentle	still	0.5
gentle	pet	0.5
gentle	whirled	0.16666666666666666
gentle	rather	0.2
gentle	good	0.2
gentle	tomato	0.07692307692307693
gentle	touch	0.2
gentle	seen	0.2
gentle	shabby	0.2
gentle	either	0.2
gentle	goodness	0.1111111111111111
gentle	hold	0.2
gentle	mysterious	0.2
gentle	roundabout	0.2
gentle	produced	0.2
gentle	low	0.2
gentle	shoe	0.125
gentle	said	0.2
gentle	eating	0.16666666666666666
gentle	wore	0.2
gentle	seldom	0.2
gentle	lifted	0.2
gentle	consisted	0.16666666666666666
gentle	liquid	0.2
stick	man	0.2
stick	felt	0.3333333333333333
stick	tongue	0.16666666666666666
stick	aunt	0.09090909090909091
stick	sometimes	0.25
stick	could	None
stick	time	0.2
stick	arrest	0.2
stick	obleeged	None
stick	asked	0.25
stick	without	None
stick	go	0.3333333333333333
stick	day	0.125
stick	tom	0.1
stick	body	0.16666666666666666
stick	torment	0.14285714285714285
stick	disappeared	0.25
stick	pleasure	0.14285714285714285
stick	knew	0.25
stick	book	0.14285714285714285
stick	never	0.25
stick	loved	0.25
stick	weed	0.2
stick	trick	0.125
stick	skin	0.16666666666666666
stick	discovered	0.25
stick	within	0.25
stick	seize	0.2
stick	shabbier	0.25
stick	higher	0.25
stick	perplexed	1.0
stick	unalloyed	0.25
stick	suffering	0.3333333333333333
stick	sidney	0.08333333333333333
stick	want	0.3333333333333333
stick	tell	0.2
stick	endowed	0.25
stick	wanted	0.3333333333333333
stick	jim	None
stick	laying	0.2
stick	stealing	0.2
stick	thread	0.2
stick	examined	0.25
stick	duty	0.25
stick	marvel	0.2
stick	woman	0.1111111111111111
stick	far	0.25
stick	southwestern	0.25
stick	touching	0.5
stick	flattered	0.125
stick	safe	0.25
stick	face	0.25
stick	remembers	0.25
stick	trouble	0.2
stick	keep	0.25
stick	beat	1.0
stick	hovered	0.25
stick	help	0.2
stick	obedient	0.25
stick	summer	0.2
stick	look	0.3333333333333333
stick	minute	0.25
stick	among	None
stick	anybody	None
stick	adventure	0.16666666666666666
stick	age	0.25
stick	outfit	0.2
stick	stood	0.3333333333333333
stick	noticed	0.25
stick	powerful	0.25
stick	sew	0.3333333333333333
stick	securely	0.25
stick	evening	0.25
stick	built	0.25
stick	got	1.0
stick	slight	0.25
stick	short	0.25
stick	jam	0.16666666666666666
stick	gentle	0.25
stick	slack	0.25
stick	forgotten	0.25
stick	spile	0.1111111111111111
stick	sure	0.25
stick	saw	0.25
stick	model	0.25
stick	punching	0.2
stick	pride	0.2
stick	spectacle	0.125
stick	forty	0.25
stick	collar	0.16666666666666666
stick	cap	0.16666666666666666
stick	little	0.25
stick	neither	0.25
stick	surprised	0.25
stick	part	0.25
stick	hand	0.2
stick	calculated	0.25
stick	damp	0.25
stick	strode	0.16666666666666666
stick	much	0.25
stick	shirt	0.14285714285714285
stick	enough	0.25
stick	see	0.25
stick	quiet	0.25
stick	air	0.25
stick	hookey	None
stick	thrust	0.5
stick	back	0.25
stick	loathed	0.16666666666666666
stick	least	0.25
stick	thing	0.2
stick	even	0.25
stick	younger	0.25
stick	whit	0.1111111111111111
stick	diligence	0.1
stick	reckon	0.16666666666666666
stick	bound	1.0
stick	drove	0.25
stick	sagacity	0.1111111111111111
stick	skirt	0.3333333333333333
stick	bed	0.25
stick	contemplate	0.2
stick	ate	0.2
stick	stranger	0.25
stick	circumstantial	0.25
stick	finally	0.25
stick	pulled	0.2
stick	vine	0.1
stick	sorry	0.25
stick	one	0.25
stick	full	0.25
stick	eye	0.2
stick	anything	None
stick	splendid	0.25
stick	sews	0.3333333333333333
stick	gave	0.25
stick	polly	None
stick	bore	0.25
stick	sugar	0.16666666666666666
stick	practise	0.25
stick	broke	0.25
stick	citified	0.25
stick	presently	0.25
stick	pumped	0.25
stick	curiosity	0.14285714285714285
stick	wind	0.3333333333333333
stick	feel	0.3333333333333333
stick	blue	0.25
stick	sort	0.25
stick	bitter	0.25
stick	learn	0.25
stick	warm	0.25
stick	told	0.2
stick	mouth	0.2
stick	split	0.25
stick	spare	0.25
stick	already	0.25
stick	kept	0.25
stick	know	0.25
stick	large	0.25
stick	wood	0.2
stick	fled	0.16666666666666666
stick	distance	0.2
stick	biggest	0.25
stick	barely	0.25
stick	missed	0.25
stick	knowing	0.25
stick	half	0.25
stick	put	0.25
stick	roof	0.2
stick	wait	0.25
stick	knack	0.08333333333333333
stick	dressed	0.3333333333333333
stick	uncomfortable	0.25
stick	dark	0.25
stick	door	0.16666666666666666
stick	forgive	0.2
stick	astronomer	0.09090909090909091
stick	conscience	0.1111111111111111
stick	opportunity	0.1
stick	looked	0.3333333333333333
stick	nose	0.2
stick	looking	0.3333333333333333
stick	turned	0.25
stick	shade	0.25
stick	work	0.3333333333333333
stick	fool	0.125
stick	soon	0.25
stick	might	0.1111111111111111
stick	damaging	0.25
stick	dry	0.25
stick	dainty	0.25
stick	think	0.25
stick	kindling	0.2
stick	play	0.25
stick	needle	0.3333333333333333
stick	wish	0.2
stick	bet	0.14285714285714285
stick	heart	0.16666666666666666
stick	two	0.25
stick	switch	0.25
stick	sid	None
stick	sewed	0.3333333333333333
stick	furniture	0.2
stick	run	0.3333333333333333
stick	pair	0.25
stick	scrambled	0.25
stick	place	0.25
stick	unbutton	0.14285714285714285
stick	lad	0.1
stick	mind	0.2
stick	soul	0.125
stick	attention	0.125
stick	home	0.25
stick	resurrected	0.16666666666666666
stick	voice	0.2
stick	like	0.25
stick	midst	0.1
stick	noise	0.16666666666666666
stick	let	0.25
stick	lam	0.2
stick	harmony	0.125
stick	opened	0.25
stick	ever	0.25
stick	punish	0.25
stick	carried	0.25
stick	hate	0.2
stick	kind	0.25
stick	le	0.06666666666666667
stick	poor	0.25
stick	pump	0.2
stick	stared	0.2
stick	lash	0.25
stick	searched	0.25
stick	lick	0.2
stick	larger	0.25
stick	spite	0.16666666666666666
stick	boy	0.1
stick	behind	0.25
stick	reached	0.25
stick	interest	0.25
stick	nothing	0.25
stick	peril	0.2
stick	advantage	0.125
stick	middling	0.25
stick	mighty	0.25
stick	device	0.25
stick	undo	0.25
stick	gone	0.3333333333333333
stick	make	0.3333333333333333
stick	valued	0.25
stick	punch	0.25
stick	hit	0.25
stick	vexed	1.0
stick	alone	0.25
stick	small	0.25
stick	bright	0.25
stick	reflect	0.25
stick	street	0.125
stick	question	0.16666666666666666
stick	bending	0.2
stick	u	0.25
stick	sin	0.14285714285714285
stick	thought	0.25
stick	interval	0.14285714285714285
stick	probably	0.25
stick	breath	0.1111111111111111
stick	constituted	0.25
stick	get	1.0
stick	lay	0.3333333333333333
stick	every	0.25
stick	cloth	0.2
stick	played	0.25
stick	well	0.25
stick	angle	0.2
stick	loud	0.25
stick	old	0.25
stick	finery	0.125
stick	conduct	0.25
stick	stumbled	0.2
stick	village	0.1
stick	hurt	0.3333333333333333
stick	vanished	0.25
stick	transparent	0.25
stick	vanity	0.14285714285714285
stick	bit	0.2
stick	novelty	0.16666666666666666
stick	reader	0.1
stick	needed	0.3333333333333333
stick	long	0.25
stick	heavy	0.25
stick	seemed	0.3333333333333333
stick	simply	0.25
stick	saying	0.25
stick	state	0.2
stick	new	0.25
stick	forestalled	0.25
stick	brother	0.1
stick	lapel	0.125
stick	talent	0.1
stick	lady	0.09090909090909091
stick	believe	0.16666666666666666
stick	next	0.25
stick	born	0.25
stick	trap	0.25
stick	excitement	0.1
stick	checked	0.25
stick	acquired	0.25
stick	dog	0.16666666666666666
stick	made	0.3333333333333333
stick	many	0.25
stick	singed	0.2
stick	open	0.25
stick	rod	0.3333333333333333
stick	dander	0.09090909090909091
stick	glad	0.25
stick	peculiar	0.25
stick	ruination	0.125
stick	hard	0.25
stick	scripture	0.1
stick	confound	0.5
stick	colored	0.3333333333333333
stick	season	0.25
stick	high	0.25
stick	sex	0.14285714285714285
stick	snatched	0.25
stick	overlooked	0.25
stick	punctuate	0.14285714285714285
stick	white	0.25
stick	went	0.3333333333333333
stick	shot	0.3333333333333333
stick	dead	0.25
stick	misfortune	0.125
stick	scare	0.16666666666666666
stick	still	0.25
stick	pet	0.25
stick	whirled	0.2
stick	rather	0.25
stick	good	0.25
stick	tomato	0.14285714285714285
stick	touch	0.5
stick	seen	0.25
stick	shabby	0.25
stick	either	0.25
stick	goodness	0.125
stick	hold	0.3333333333333333
stick	mysterious	0.25
stick	roundabout	0.25
stick	produced	0.25
stick	low	0.25
stick	shoe	0.16666666666666666
stick	said	0.25
stick	eating	0.2
stick	wore	0.25
stick	seldom	0.25
stick	lifted	0.25
stick	consisted	0.3333333333333333
stick	liquid	0.25
slack	man	0.2
slack	felt	0.25
slack	tongue	0.14285714285714285
slack	aunt	0.09090909090909091
slack	sometimes	0.25
slack	could	None
slack	time	0.2
slack	arrest	0.2
slack	obleeged	None
slack	asked	0.25
slack	without	None
slack	go	0.25
slack	day	0.125
slack	tom	0.1
slack	body	0.16666666666666666
slack	torment	0.14285714285714285
slack	disappeared	0.3333333333333333
slack	pleasure	0.1111111111111111
slack	knew	0.25
slack	book	0.14285714285714285
slack	never	0.25
slack	loved	0.25
slack	weed	0.2
slack	trick	0.1
slack	skin	0.16666666666666666
slack	discovered	0.25
slack	within	0.25
slack	seize	0.2
slack	shabbier	0.25
slack	higher	0.25
slack	perplexed	0.25
slack	unalloyed	0.25
slack	suffering	0.25
slack	sidney	0.08333333333333333
slack	want	0.25
slack	tell	0.2
slack	endowed	0.25
slack	wanted	0.25
slack	jim	None
slack	laying	0.2
slack	stealing	0.2
slack	thread	0.3333333333333333
slack	examined	0.25
slack	duty	0.1
slack	marvel	0.2
slack	woman	0.1111111111111111
slack	far	0.25
slack	southwestern	0.25
slack	touching	0.25
slack	flattered	0.125
slack	safe	0.25
slack	face	0.25
slack	remembers	0.25
slack	trouble	0.2
slack	keep	0.25
slack	beat	0.25
slack	hovered	0.25
slack	help	0.2
slack	obedient	0.25
slack	summer	0.2
slack	look	0.25
slack	minute	0.25
slack	among	None
slack	anybody	None
slack	adventure	0.16666666666666666
slack	age	0.25
slack	outfit	0.14285714285714285
slack	stood	0.2
slack	noticed	0.25
slack	powerful	0.25
slack	sew	0.14285714285714285
slack	securely	0.25
slack	evening	0.25
slack	built	0.25
slack	got	0.25
slack	slight	0.25
slack	short	0.25
slack	jam	0.16666666666666666
slack	gentle	0.25
slack	stick	0.2
slack	forgotten	0.25
slack	spile	0.1111111111111111
slack	sure	0.25
slack	saw	0.25
slack	model	0.25
slack	punching	0.16666666666666666
slack	pride	0.2
slack	spectacle	0.125
slack	forty	0.25
slack	collar	0.16666666666666666
slack	cap	0.25
slack	little	0.25
slack	neither	0.25
slack	surprised	0.25
slack	part	0.25
slack	hand	0.2
slack	calculated	0.25
slack	damp	0.25
slack	strode	0.16666666666666666
slack	much	0.25
slack	shirt	0.14285714285714285
slack	enough	0.25
slack	see	0.25
slack	quiet	0.25
slack	air	0.25
slack	hookey	None
slack	thrust	0.25
slack	back	0.25
slack	loathed	0.16666666666666666
slack	least	0.25
slack	thing	0.2
slack	even	0.25
slack	younger	0.25
slack	whit	0.1111111111111111
slack	diligence	0.1
slack	reckon	0.16666666666666666
slack	bound	0.25
slack	drove	0.25
slack	sagacity	0.1111111111111111
slack	skirt	0.2
slack	bed	0.25
slack	contemplate	0.2
slack	ate	0.2
slack	stranger	0.25
slack	circumstantial	0.25
slack	finally	0.25
slack	pulled	0.2
slack	vine	0.1
slack	sorry	0.25
slack	one	0.25
slack	full	0.25
slack	eye	0.2
slack	anything	None
slack	splendid	0.25
slack	sews	0.14285714285714285
slack	gave	0.25
slack	polly	None
slack	bore	0.25
slack	sugar	0.16666666666666666
slack	practise	0.25
slack	broke	0.3333333333333333
slack	citified	0.25
slack	presently	0.25
slack	pumped	0.25
slack	curiosity	0.16666666666666666
slack	wind	0.2
slack	feel	0.25
slack	blue	0.25
slack	sort	0.16666666666666666
slack	bitter	0.25
slack	learn	0.25
slack	warm	0.25
slack	told	0.2
slack	mouth	0.2
slack	split	0.25
slack	spare	0.25
slack	already	0.25
slack	kept	0.25
slack	know	0.25
slack	large	0.25
slack	wood	0.14285714285714285
slack	fled	0.16666666666666666
slack	distance	0.2
slack	biggest	0.25
slack	barely	0.25
slack	missed	0.25
slack	knowing	0.25
slack	half	0.25
slack	put	0.25
slack	roof	0.2
slack	wait	0.25
slack	knack	0.08333333333333333
slack	dressed	0.25
slack	uncomfortable	0.25
slack	dark	0.25
slack	door	0.16666666666666666
slack	forgive	0.2
slack	astronomer	0.09090909090909091
slack	conscience	0.14285714285714285
slack	opportunity	0.1
slack	looked	0.25
slack	nose	0.2
slack	looking	0.25
slack	turned	0.25
slack	shade	0.25
slack	work	0.25
slack	fool	0.125
slack	soon	0.25
slack	might	0.1111111111111111
slack	damaging	0.25
slack	dry	0.25
slack	dainty	0.25
slack	think	0.25
slack	kindling	0.2
slack	play	0.5
slack	needle	0.14285714285714285
slack	wish	0.2
slack	bet	0.14285714285714285
slack	heart	0.125
slack	two	0.25
slack	switch	0.25
slack	sid	None
slack	sewed	0.25
slack	furniture	0.14285714285714285
slack	run	0.25
slack	pair	0.16666666666666666
slack	scrambled	0.25
slack	place	0.2
slack	unbutton	0.14285714285714285
slack	lad	0.1
slack	mind	0.2
slack	soul	0.125
slack	attention	0.1
slack	home	0.25
slack	resurrected	0.16666666666666666
slack	voice	0.2
slack	like	0.25
slack	midst	0.125
slack	noise	0.16666666666666666
slack	let	0.25
slack	lam	0.2
slack	harmony	0.125
slack	opened	0.25
slack	ever	0.25
slack	punish	0.25
slack	carried	0.25
slack	hate	0.2
slack	kind	0.25
slack	le	0.06666666666666667
slack	poor	0.25
slack	pump	0.2
slack	stared	0.2
slack	lash	0.2
slack	searched	0.25
slack	lick	0.2
slack	larger	0.25
slack	spite	0.16666666666666666
slack	boy	0.1
slack	behind	0.25
slack	reached	0.25
slack	interest	0.25
slack	nothing	0.25
slack	peril	0.2
slack	advantage	0.14285714285714285
slack	middling	0.25
slack	mighty	0.25
slack	device	0.16666666666666666
slack	undo	0.25
slack	gone	0.25
slack	make	0.25
slack	valued	0.25
slack	punch	0.16666666666666666
slack	hit	0.25
slack	vexed	0.25
slack	alone	0.25
slack	small	0.25
slack	bright	0.25
slack	reflect	0.25
slack	street	0.125
slack	question	0.16666666666666666
slack	bending	0.2
slack	u	0.25
slack	sin	0.125
slack	thought	0.25
slack	interval	0.14285714285714285
slack	probably	0.25
slack	breath	0.125
slack	constituted	0.25
slack	get	0.25
slack	lay	0.25
slack	every	0.25
slack	cloth	0.2
slack	played	0.25
slack	well	0.25
slack	angle	0.2
slack	loud	0.25
slack	old	0.25
slack	finery	0.125
slack	conduct	0.25
slack	stumbled	0.2
slack	village	0.1111111111111111
slack	hurt	0.25
slack	vanished	0.3333333333333333
slack	transparent	0.25
slack	vanity	0.14285714285714285
slack	bit	0.16666666666666666
slack	novelty	0.16666666666666666
slack	reader	0.1
slack	needed	0.25
slack	long	0.25
slack	heavy	0.25
slack	seemed	0.2
slack	simply	0.25
slack	saying	0.25
slack	state	0.2
slack	new	0.25
slack	forestalled	0.25
slack	brother	0.1
slack	lapel	0.125
slack	talent	0.1
slack	lady	0.09090909090909091
slack	believe	0.16666666666666666
slack	next	0.25
slack	born	0.25
slack	trap	0.25
slack	excitement	0.09090909090909091
slack	checked	0.25
slack	acquired	0.25
slack	dog	0.16666666666666666
slack	made	0.25
slack	many	0.25
slack	singed	0.2
slack	open	0.25
slack	rod	0.14285714285714285
slack	dander	0.09090909090909091
slack	glad	0.25
slack	peculiar	0.25
slack	ruination	0.1
slack	hard	0.25
slack	scripture	0.1
slack	confound	0.2
slack	colored	0.25
slack	season	0.25
slack	high	0.25
slack	sex	0.14285714285714285
slack	snatched	0.25
slack	overlooked	0.25
slack	punctuate	0.16666666666666666
slack	white	0.25
slack	went	0.25
slack	shot	0.25
slack	dead	0.25
slack	misfortune	0.1
slack	scare	0.16666666666666666
slack	still	0.25
slack	pet	0.25
slack	whirled	0.2
slack	rather	0.25
slack	good	0.25
slack	tomato	0.09090909090909091
slack	touch	0.25
slack	seen	0.25
slack	shabby	0.25
slack	either	0.25
slack	goodness	0.16666666666666666
slack	hold	0.25
slack	mysterious	0.25
slack	roundabout	0.25
slack	produced	0.25
slack	low	0.25
slack	shoe	0.14285714285714285
slack	said	0.25
slack	eating	0.2
slack	wore	0.25
slack	seldom	0.25
slack	lifted	0.25
slack	consisted	0.2
slack	liquid	0.25
forgotten	man	0.25
forgotten	felt	0.3333333333333333
forgotten	tongue	0.16666666666666666
forgotten	aunt	0.1
forgotten	sometimes	0.3333333333333333
forgotten	could	None
forgotten	time	0.2
forgotten	arrest	0.25
forgotten	obleeged	None
forgotten	asked	0.3333333333333333
forgotten	without	None
forgotten	go	0.3333333333333333
forgotten	day	0.14285714285714285
forgotten	tom	0.1111111111111111
forgotten	body	0.14285714285714285
forgotten	torment	0.16666666666666666
forgotten	disappeared	0.3333333333333333
forgotten	pleasure	0.125
forgotten	knew	0.3333333333333333
forgotten	book	0.16666666666666666
forgotten	never	0.3333333333333333
forgotten	loved	0.3333333333333333
forgotten	weed	0.25
forgotten	trick	0.1111111111111111
forgotten	skin	0.2
forgotten	discovered	0.3333333333333333
forgotten	within	0.3333333333333333
forgotten	seize	0.25
forgotten	shabbier	0.3333333333333333
forgotten	higher	0.3333333333333333
forgotten	perplexed	0.3333333333333333
forgotten	unalloyed	0.3333333333333333
forgotten	suffering	0.3333333333333333
forgotten	sidney	0.09090909090909091
forgotten	want	0.3333333333333333
forgotten	tell	0.25
forgotten	endowed	0.3333333333333333
forgotten	wanted	0.3333333333333333
forgotten	jim	None
forgotten	laying	0.25
forgotten	stealing	0.25
forgotten	thread	0.25
forgotten	examined	0.3333333333333333
forgotten	duty	0.1111111111111111
forgotten	marvel	0.25
forgotten	woman	0.125
forgotten	far	0.3333333333333333
forgotten	southwestern	0.3333333333333333
forgotten	touching	0.3333333333333333
forgotten	flattered	0.14285714285714285
forgotten	safe	0.3333333333333333
forgotten	face	0.3333333333333333
forgotten	remembers	0.3333333333333333
forgotten	trouble	0.25
forgotten	keep	0.3333333333333333
forgotten	beat	0.3333333333333333
forgotten	hovered	0.3333333333333333
forgotten	help	0.25
forgotten	obedient	0.3333333333333333
forgotten	summer	0.25
forgotten	look	0.3333333333333333
forgotten	minute	0.3333333333333333
forgotten	among	None
forgotten	anybody	None
forgotten	adventure	0.2
forgotten	age	0.25
forgotten	outfit	0.16666666666666666
forgotten	stood	0.25
forgotten	noticed	0.3333333333333333
forgotten	powerful	0.3333333333333333
forgotten	sew	0.16666666666666666
forgotten	securely	0.3333333333333333
forgotten	evening	0.25
forgotten	built	0.3333333333333333
forgotten	got	0.3333333333333333
forgotten	slight	0.3333333333333333
forgotten	short	0.3333333333333333
forgotten	jam	0.2
forgotten	gentle	0.3333333333333333
forgotten	stick	0.25
forgotten	slack	0.3333333333333333
forgotten	spile	0.08333333333333333
forgotten	sure	0.3333333333333333
forgotten	saw	0.3333333333333333
forgotten	model	0.3333333333333333
forgotten	punching	0.2
forgotten	pride	0.25
forgotten	spectacle	0.125
forgotten	forty	0.3333333333333333
forgotten	collar	0.2
forgotten	cap	0.2
forgotten	little	0.3333333333333333
forgotten	neither	0.3333333333333333
forgotten	surprised	0.3333333333333333
forgotten	part	0.3333333333333333
forgotten	hand	0.25
forgotten	calculated	0.3333333333333333
forgotten	damp	0.3333333333333333
forgotten	strode	0.2
forgotten	much	0.3333333333333333
forgotten	shirt	0.16666666666666666
forgotten	enough	0.3333333333333333
forgotten	see	0.3333333333333333
forgotten	quiet	0.3333333333333333
forgotten	air	0.3333333333333333
forgotten	hookey	None
forgotten	thrust	0.3333333333333333
forgotten	back	0.3333333333333333
forgotten	loathed	0.2
forgotten	least	0.3333333333333333
forgotten	thing	0.25
forgotten	even	0.3333333333333333
forgotten	younger	0.3333333333333333
forgotten	whit	0.125
forgotten	diligence	0.1111111111111111
forgotten	reckon	0.2
forgotten	bound	0.3333333333333333
forgotten	drove	0.3333333333333333
forgotten	sagacity	0.125
forgotten	skirt	0.25
forgotten	bed	0.3333333333333333
forgotten	contemplate	0.25
forgotten	ate	0.25
forgotten	stranger	0.3333333333333333
forgotten	circumstantial	0.3333333333333333
forgotten	finally	0.3333333333333333
forgotten	pulled	0.25
forgotten	vine	0.09090909090909091
forgotten	sorry	0.3333333333333333
forgotten	one	0.3333333333333333
forgotten	full	0.3333333333333333
forgotten	eye	0.25
forgotten	anything	None
forgotten	splendid	0.3333333333333333
forgotten	sews	0.16666666666666666
forgotten	gave	0.3333333333333333
forgotten	polly	None
forgotten	bore	0.3333333333333333
forgotten	sugar	0.16666666666666666
forgotten	practise	0.3333333333333333
forgotten	broke	0.3333333333333333
forgotten	citified	0.3333333333333333
forgotten	presently	0.3333333333333333
forgotten	pumped	0.3333333333333333
forgotten	curiosity	0.16666666666666666
forgotten	wind	0.25
forgotten	feel	0.3333333333333333
forgotten	blue	0.3333333333333333
forgotten	sort	0.2
forgotten	bitter	0.3333333333333333
forgotten	learn	0.3333333333333333
forgotten	warm	0.3333333333333333
forgotten	told	0.25
forgotten	mouth	0.25
forgotten	split	0.3333333333333333
forgotten	spare	0.3333333333333333
forgotten	already	0.3333333333333333
forgotten	kept	0.3333333333333333
forgotten	know	0.3333333333333333
forgotten	large	0.3333333333333333
forgotten	wood	0.125
forgotten	fled	0.2
forgotten	distance	0.25
forgotten	biggest	0.3333333333333333
forgotten	barely	0.3333333333333333
forgotten	missed	0.5
forgotten	knowing	0.3333333333333333
forgotten	half	0.3333333333333333
forgotten	put	0.25
forgotten	roof	0.25
forgotten	wait	0.3333333333333333
forgotten	knack	0.09090909090909091
forgotten	dressed	0.3333333333333333
forgotten	uncomfortable	0.3333333333333333
forgotten	dark	0.3333333333333333
forgotten	door	0.1111111111111111
forgotten	forgive	0.25
forgotten	astronomer	0.1
forgotten	conscience	0.125
forgotten	opportunity	0.1111111111111111
forgotten	looked	0.3333333333333333
forgotten	nose	0.25
forgotten	looking	0.3333333333333333
forgotten	turned	0.3333333333333333
forgotten	shade	0.25
forgotten	work	0.3333333333333333
forgotten	fool	0.14285714285714285
forgotten	soon	0.3333333333333333
forgotten	might	0.125
forgotten	damaging	0.3333333333333333
forgotten	dry	0.3333333333333333
forgotten	dainty	0.3333333333333333
forgotten	think	0.3333333333333333
forgotten	kindling	0.25
forgotten	play	0.3333333333333333
forgotten	needle	0.16666666666666666
forgotten	wish	0.25
forgotten	bet	0.16666666666666666
forgotten	heart	0.125
forgotten	two	0.3333333333333333
forgotten	switch	0.3333333333333333
forgotten	sid	None
forgotten	sewed	0.3333333333333333
forgotten	furniture	0.1
forgotten	run	0.3333333333333333
forgotten	pair	0.2
forgotten	scrambled	0.3333333333333333
forgotten	place	0.25
forgotten	unbutton	0.16666666666666666
forgotten	lad	0.1111111111111111
forgotten	mind	0.25
forgotten	soul	0.14285714285714285
forgotten	attention	0.1111111111111111
forgotten	home	0.3333333333333333
forgotten	resurrected	0.2
forgotten	voice	0.25
forgotten	like	0.3333333333333333
forgotten	midst	0.1111111111111111
forgotten	noise	0.2
forgotten	let	0.3333333333333333
forgotten	lam	0.25
forgotten	harmony	0.125
forgotten	opened	0.3333333333333333
forgotten	ever	0.3333333333333333
forgotten	punish	0.3333333333333333
forgotten	carried	0.3333333333333333
forgotten	hate	0.25
forgotten	kind	0.3333333333333333
forgotten	le	0.07142857142857142
forgotten	poor	0.3333333333333333
forgotten	pump	0.25
forgotten	stared	0.25
forgotten	lash	0.25
forgotten	searched	0.3333333333333333
forgotten	lick	0.25
forgotten	larger	0.3333333333333333
forgotten	spite	0.2
forgotten	boy	0.1111111111111111
forgotten	behind	0.3333333333333333
forgotten	reached	0.3333333333333333
forgotten	interest	0.3333333333333333
forgotten	nothing	0.3333333333333333
forgotten	peril	0.25
forgotten	advantage	0.14285714285714285
forgotten	middling	0.3333333333333333
forgotten	mighty	0.3333333333333333
forgotten	device	0.14285714285714285
forgotten	undo	0.3333333333333333
forgotten	gone	0.3333333333333333
forgotten	make	0.3333333333333333
forgotten	valued	0.3333333333333333
forgotten	punch	0.2
forgotten	hit	0.3333333333333333
forgotten	vexed	0.3333333333333333
forgotten	alone	0.3333333333333333
forgotten	small	0.3333333333333333
forgotten	bright	0.3333333333333333
forgotten	reflect	0.3333333333333333
forgotten	street	0.1111111111111111
forgotten	question	0.2
forgotten	bending	0.25
forgotten	u	0.3333333333333333
forgotten	sin	0.125
forgotten	thought	0.3333333333333333
forgotten	interval	0.16666666666666666
forgotten	probably	0.3333333333333333
forgotten	breath	0.125
forgotten	constituted	0.3333333333333333
forgotten	get	0.3333333333333333
forgotten	lay	0.3333333333333333
forgotten	every	0.3333333333333333
forgotten	cloth	0.125
forgotten	played	0.3333333333333333
forgotten	well	0.3333333333333333
forgotten	angle	0.25
forgotten	loud	0.3333333333333333
forgotten	old	0.3333333333333333
forgotten	finery	0.09090909090909091
forgotten	conduct	0.3333333333333333
forgotten	stumbled	0.25
forgotten	village	0.1111111111111111
forgotten	hurt	0.3333333333333333
forgotten	vanished	0.3333333333333333
forgotten	transparent	0.3333333333333333
forgotten	vanity	0.14285714285714285
forgotten	bit	0.2
forgotten	novelty	0.125
forgotten	reader	0.1111111111111111
forgotten	needed	0.3333333333333333
forgotten	long	0.3333333333333333
forgotten	heavy	0.3333333333333333
forgotten	seemed	0.25
forgotten	simply	0.3333333333333333
forgotten	saying	0.3333333333333333
forgotten	state	0.25
forgotten	new	0.3333333333333333
forgotten	forestalled	0.3333333333333333
forgotten	brother	0.1111111111111111
forgotten	lapel	0.09090909090909091
forgotten	talent	0.1111111111111111
forgotten	lady	0.1
forgotten	believe	0.2
forgotten	next	0.3333333333333333
forgotten	born	0.3333333333333333
forgotten	trap	0.3333333333333333
forgotten	excitement	0.1
forgotten	checked	0.3333333333333333
forgotten	acquired	0.3333333333333333
forgotten	dog	0.2
forgotten	made	0.3333333333333333
forgotten	many	0.3333333333333333
forgotten	singed	0.25
forgotten	open	0.3333333333333333
forgotten	rod	0.1111111111111111
forgotten	dander	0.1
forgotten	glad	0.3333333333333333
forgotten	peculiar	0.3333333333333333
forgotten	ruination	0.1111111111111111
forgotten	hard	0.3333333333333333
forgotten	scripture	0.1111111111111111
forgotten	confound	0.25
forgotten	colored	0.3333333333333333
forgotten	season	0.3333333333333333
forgotten	high	0.3333333333333333
forgotten	sex	0.16666666666666666
forgotten	snatched	0.3333333333333333
forgotten	overlooked	0.5
forgotten	punctuate	0.14285714285714285
forgotten	white	0.3333333333333333
forgotten	went	0.3333333333333333
forgotten	shot	0.3333333333333333
forgotten	dead	0.3333333333333333
forgotten	misfortune	0.1111111111111111
forgotten	scare	0.2
forgotten	still	0.3333333333333333
forgotten	pet	0.3333333333333333
forgotten	whirled	0.25
forgotten	rather	0.3333333333333333
forgotten	good	0.3333333333333333
forgotten	tomato	0.09090909090909091
